Z,k,E_eV
87,57,3828.0
87,58,3907.0
87,59,6365.0
87,60,6516.0
87,61,6678.0
87,62,6849.0
87,63,7013.0
87,64,7172.0
87,65,7500.0
87,66,7670.0
87,67,7850.0
87,68,8020.0
87,69,8500.0
87,70,8640.0
87,71,8800.0
87,72,8950.0
87,73,9890.0
87,74,10070.0
87,75,10420.0
87,76,10590.0
87,77,22330.0
87,78,22730.0
87,79,23170.0
87,80,23570.0
87,81,27060.0
87,82,27590.0
87,83,28260.0
87,84,28683.4
87,85,113821.9
87,86,115857.5
88,0,5.2784239
88,1,10.14718
88,2,31.0
88,3,41.0
88,4,52.9
88,5,64.0
88,6,82.0
88,7,97.0
88,8,124.0
88,9,140.0
88,10,204.9
88,11,227.0
88,12,250.0
88,13,274.0
88,14,299.0
88,15,324.0
88,16,356.0
88,17,382.0
88,18,409.0
88,19,435.0
88,20,570.0
88,21,600.0
88,22,630.0
88,23,660.0
88,24,740.0
88,25,770.0
88,26,860.0
88,27,900.0
88,28,970.0
88,29,1040.0
88,30,1110.0
88,31,1180.0
88,32,1250.0
88,33,1320.0
88,34,1390.0
88,35,1460.0
88,36,1530.0
88,37,1610.0
88,38,1680.0
88,39,1750.0
88,40,1820.0
88,41,1880.0
88,42,2208.0
88,43,2271.0
88,44,2338.0
88,45,2409.0
88,46,2477.0
88,47,2544.0
88,48,2662.0
88,49,2731.0
88,50,2806.0
88,51,2876.0
88,52,3155.0
88,53,3224.0
88,54,3298.0
88,55,3368.0
88,56,3682.0
88,57,3762.0
88,58,3959.0
88,59,4040.0
88,60,6565.0
88,61,6718.0
88,62,6881.0
88,63,7056.0
88,64,7222.0
88,65,7380.0
88,66,7720.0
88,67,7890.0
88,68,8080.0
88,69,8250.0
88,70,8730.0
88,71,8880.0
88,72,9040.0
88,73,9200.0
88,74,10190.0
88,75,10360.0
88,76,10720.0
88,77,10890.0
88,78,22900.0
88,79,23300.0
88,80,23750.0
88,81,24160.0
88,82,27830.0
88,83,28370.0
88,84,29050.0
88,85,29479.8
88,86,116853.5
88,87,118929.5
89,0,5.380235
89,1,11.75
89,2,17.436
89,3,44.8
89,4,55.0
89,5,67.0
89,6,79.0
89,7,98.9
89,8,113.9
89,9,143.9
89,10,161.1
89,11,233.0
89,12,255.0
89,13,279.0
89,14,305.0
89,15,330.0
89,16,355.0
89,17,390.0
89,18,416.0
89,19,444.0
89,20,470.0
89,21,610.0
89,22,640.0
89,23,670.0
89,24,710.0
89,25,780.0
89,26,820.0
89,27,920.0
89,28,950.0
89,29,1030.0
89,30,1100.0
89,31,1170.0
89,32,1240.0
89,33,1310.0
89,34,1380.0
89,35,1460.0
89,36,1530.0
89,37,1610.0
89,38,1680.0
89,39,1750.0
89,40,1820.0
89,41,1900.0
89,42,1970.0
89,43,2298.0
89,44,2362.0
89,45,2430.0
89,46,2503.0
89,47,2572.0
89,48,2639.0
89,49,2762.0
89,50,2833.0
89,51,2908.0
89,52,2980.0
89,53,3264.0
89,54,3334.0
89,55,3409.0
89,56,3479.0
89,57,3811.0
89,58,3893.0
89,59,4093.0
89,60,4175.0
89,61,6767.0
89,62,6923.0
89,63,7088.0
89,64,7265.0
89,65,7430.0
89,66,7600.0
89,67,7950.0
89,68,8120.0
89,69,8310.0
89,70,8480.0
89,71,8970.0
89,72,9120.0
89,73,9290.0
89,74,9440.0
89,75,10480.0
89,76,10660.0
89,77,11030.0
89,78,11200.0
89,79,23480.0
89,80,23890.0
89,81,24340.0
89,82,24760.0
89,83,28610.0
89,84,29160.0
89,85,29850.0
89,86,30293.1
89,87,119945.7
89,88,122063.1
90,0,6.3067
90,1,12.1
90,2,18.32
90,3,28.648
90,4,58.0
90,5,69.1
90,6,82.0
90,7,95.0
90,8,118.0
90,9,133.0
90,10,165.0
90,11,181.0
90,12,262.0
90,13,285.0
90,14,310.0
90,15,336.0
90,16,362.0
90,17,389.0
90,18,424.0
90,19,451.0
90,20,480.0
90,21,508.0
90,22,650.0
90,23,680.0
90,24,720.0
90,25,750.0
90,26,830.0
90,27,870.0
90,28,970.0
90,29,1010.0
90,30,1090.0
90,31,1160.0
90,32,1240.0
90,33,1310.0
90,34,1380.0
90,35,1460.0
90,36,1530.0
90,37,1600.0
90,38,1680.0
90,39,1760.0
90,40,1830.0
90,41,1910.0
90,42,1980.0
90,43,2060.0
90,44,2390.0
90,45,2455.0
90,46,2524.0
90,47,2598.0
90,48,2669.0
90,49,2737.0
90,50,2864.0
90,51,2935.0
90,52,3013.0
90,53,3086.0
90,54,3375.0
90,55,3445.0
90,56,3522.0
90,57,3593.0
90,58,3943.0
90,59,4025.0
90,60,4230.0
90,61,4313.0
90,62,6972.0
90,63,7130.0
90,64,7299.0
90,65,7480.0
90,66,7650.0
90,67,7810.0
90,68,8180.0
90,69,8350.0
90,70,8550.0
90,71,8720.0
90,72,9220.0
90,73,9370.0
90,74,9540.0
90,75,9690.0
90,76,10790.0
90,77,10970.0
90,78,11340.0
90,79,11510.0
90,80,24060.0
90,81,24480.0
90,82,24940.0
90,83,25360.0
90,84,29410.0
90,85,29970.0
90,86,30680.0
90,87,31122.8
90,88,123091.0
90,89,125250.3
91,0,5.89
91,1,11.9
91,2,18.6
91,3,30.9
91,4,44.3
91,5,72.0
91,6,85.1
91,7,98.9
91,8,111.0
91,9,137.0
91,10,153.0
91,11,187.0
91,12,203.0
91,13,292.0
91,14,316.0
91,15,342.0
91,16,369.0
91,17,395.0
91,18,423.0
91,19,460.0
91,20,488.0
91,21,518.0
91,22,546.0
91,23,690.0
91,24,720.0
91,25,760.0
91,26,790.0
91,27,880.0
91,28,920.0
91,29,1020.0
91,30,1060.0
91,31,1150.0
91,32,1220.0
91,33,1300.0
91,34,1370.0
91,35,1450.0
91,36,1520.0
91,37,1600.0
91,38,1670.0
91,39,1760.0
91,40,1830.0
91,41,1910.0
91,42,1980.0
91,43,2060.0
91,44,2130.0
91,45,2483.0
91,46,2550.0
91,47,2620.0
91,48,2696.0
91,49,2766.0
91,50,2837.0
91,51,2968.0
91,52,3040.0
91,53,3119.0
91,54,3193.0
91,55,3488.0
91,56,3558.0
91,57,3637.0
91,58,3709.0
91,59,4077.0
91,60,4161.0
91,61,4370.0
91,62,4454.0
91,63,7181.0
91,64,7341.0
91,65,7510.0
91,66,7690.0
91,67,7870.0
91,68,8040.0
91,69,8410.0
91,70,8590.0
91,71,8780.0
91,72,8960.0
91,73,9460.0
91,74,9620.0
91,75,9790.0
91,76,9950.0
91,77,11100.0
91,78,11290.0
91,79,11660.0
91,80,11840.0
91,81,24660.0
91,82,25080.0
91,83,25540.0
91,84,25970.0
91,85,30230.0
91,86,30800.0
91,87,31520.0
91,88,31971.6
91,89,126304.8
91,90,128507.0
92,0,6.19405
92,1,11.6
92,2,19.8
92,3,36.7
92,4,46.0
92,5,62.0
92,6,89.0
92,7,101.0
92,8,116.0
92,9,128.9
92,10,158.0
92,11,173.0
92,12,210.0
92,13,227.0
92,14,323.0
92,15,348.0
92,16,375.0
92,17,402.0
92,18,431.0
92,19,458.0
92,20,497.0
92,21,525.0
92,22,557.0
92,23,585.0
92,24,730.0
92,25,770.0
92,26,800.0
92,27,840.0
92,28,930.0
92,29,970.0
92,30,1070.0
92,31,1110.0
92,32,1210.0
92,33,1290.0
92,34,1370.0
92,35,1440.0
92,36,1520.0
92,37,1590.0
92,38,1670.0
92,39,1750.0
92,40,1830.0
92,41,1910.0
92,42,1990.0
92,43,2070.0
92,44,2140.0
92,45,2220.0
92,46,2578.0
92,47,2646.0
92,48,2718.0
92,49,2794.0
92,50,2867.0
92,51,2938.0
92,52,3073.0
92,53,3147.0
92,54,3228.0
92,55,3301.0
92,56,3602.0
92,57,3675.0
92,58,3753.0
92,59,3827.0
92,60,4214.0
92,61,4299.0
92,62,4513.0
92,63,4598.0
92,64,7393.0
92,65,7550.0
92,66,7730.0
92,67,7910.0
92,68,8090.0
92,69,8260.0
92,70,8650.0
92,71,8830.0
92,72,9030.0
92,73,9210.0
92,74,9720.0
92,75,9870.0
92,76,10040.0
92,77,10200.0
92,78,11410.0
92,79,11600.0
92,80,11990.0
92,81,12160.0
92,82,25260.0
92,83,25680.0
92,84,26150.0
92,85,26590.0
92,86,31060.0
92,87,31640.0
92,88,32400.0
92,89,32836.5
92,90,129569.9
92,91,131816.2
93,0,6.265608
93,1,11.5
93,2,19.7
93,3,33.8
93,4,48.0
93,5,65.0
93,6,92.0
93,7,107.0
93,8,121.0
93,9,136.0
93,10,151.0
93,11,179.0
93,12,196.0
93,13,233.0
93,14,252.0
93,15,355.0
93,16,382.0
93,17,408.0
93,18,438.0
93,19,466.0
93,20,495.0
93,21,535.0
93,22,565.0
93,23,596.0
93,24,626.0
93,25,770.0
93,26,810.0
93,27,850.0
93,28,880.0
93,29,980.0
93,30,1020.0
93,31,1130.0
93,32,1170.0
93,33,1280.0
93,34,1360.0
93,35,1430.0
93,36,1510.0
93,37,1590.0
93,38,1670.0
93,39,1740.0
93,40,1820.0
93,41,1910.0
93,42,1990.0
93,43,2070.0
93,44,2140.0
93,45,2230.0
93,46,2310.0
93,47,2675.0
93,48,2745.0
93,49,2817.0
93,50,2894.0
93,51,2969.0
93,52,3041.0
93,53,3181.0
93,54,3255.0
93,55,3338.0
93,56,3413.0
93,57,3718.0
93,58,3792.0
93,59,3872.0
93,60,3947.0
93,61,4353.0
93,62,4441.0
93,63,4658.0
93,64,4744.0
93,65,7610.0
93,66,7770.0
93,67,7950.0
93,68,8130.0
93,69,8310.0
93,70,8480.0
93,71,8890.0
93,72,9070.0
93,73,9270.0
93,74,9450.0
93,75,9970.0
93,76,10130.0
93,77,10300.0
93,78,10470.0
93,79,11730.0
93,80,11930.0
93,81,12320.0
93,82,12500.0
93,83,25870.0
93,84,26300.0
93,85,26770.0
93,86,27210.0
93,87,31910.0
93,88,32500.0
93,89,33300.0
93,90,33722.2
93,91,132911.0
93,92,135202.0
94,0,6.02576
94,1,11.5
94,2,21.1
94,3,35.0
94,4,49.0
94,5,80.0
94,6,95.0
94,7,109.0
94,8,124.0
94,9,139.0
94,10,159.0
94,11,179.0
94,12,200.0
94,13,219.0
94,14,258.0
94,15,278.0
94,16,389.0
94,17,416.0
94,18,444.0
94,19,474.0
94,20,503.0
94,21,532.0
94,22,575.0
94,23,605.0
94,24,637.0
94,25,668.0
94,26,820.0
94,27,850.0
94,28,890.0
94,29,930.0
94,30,1030.0
94,31,1070.0
94,32,1180.0
94,33,1220.0
94,34,1340.0
94,35,1420.0
94,36,1500.0
94,37,1580.0
94,38,1660.0
94,39,1740.0
94,40,1820.0
94,41,1890.0
94,42,1990.0
94,43,2070.0
94,44,2150.0
94,45,2230.0
94,46,2310.0
94,47,2390.0
94,48,2774.0
94,49,2844.0
94,50,2918.0
94,51,2997.0
94,52,3072.0
94,53,3146.0
94,54,3290.0
94,55,3366.0
94,56,3449.0
94,57,3527.0
94,58,3836.0
94,59,3911.0
94,60,3993.0
94,61,4068.0
94,62,4496.0
94,63,4585.0
94,64,4807.0
94,65,4890.0
94,66,7830.0
94,67,7990.0
94,68,8170.0
94,69,8360.0
94,70,8540.0
94,71,8710.0
94,72,9130.0
94,73,9310.0
94,74,9520.0
94,75,9700.0
94,76,10230.0
94,77,10390.0
94,78,10570.0
94,79,10730.0
94,80,12060.0
94,81,12260.0
94,82,12660.0
94,83,12840.0
94,84,26480.0
94,85,26920.0
94,86,27400.0
94,87,27840.0
94,88,32800.0
94,89,33400.0
94,90,34100.0
94,91,34625.8
94,92,136305.1
94,93,138640.2
95,0,5.97381
95,1,11.7
95,2,21.7
95,3,36.8
95,4,50.0
95,5,67.9
95,6,95.0
95,7,110.0
95,8,125.0
95,9,141.0
95,10,163.0
95,11,184.0
95,12,206.0
95,13,225.0
95,14,242.0
95,15,284.0
95,16,305.0
95,17,424.0
95,18,451.0
95,19,481.0
95,20,511.0
95,21,541.0
95,22,571.0
95,23,616.0
95,24,646.0
95,25,680.0
95,26,711.0
95,27,870.0
95,28,900.0
95,29,940.0
95,30,980.0
95,31,1090.0
95,32,1130.0
95,33,1240.0
95,34,1280.0
95,35,1410.0
95,36,1490.0
95,37,1570.0
95,38,1650.0
95,39,1730.0
95,40,1820.0
95,41,1900.0
95,42,1980.0
95,43,2070.0
95,44,2160.0
95,45,2240.0
95,46,2320.0
95,47,2410.0
95,48,2480.0
95,49,2874.0
95,50,2946.0
95,51,3021.0
95,52,3101.0
95,53,3178.0
95,54,3251.0
95,55,3402.0
95,56,3479.0
95,57,3563.0
95,58,3641.0
95,59,3956.0
95,60,4033.0
95,61,4115.0
95,62,4191.0
95,63,4642.0
95,64,4733.0
95,65,4960.0
95,66,5050.0
95,67,8040.0
95,68,8210.0
95,69,8390.0
95,70,8590.0
95,71,8770.0
95,72,8950.0
95,73,9380.0
95,74,9560.0
95,75,9770.0
95,76,9960.0
95,77,10490.0
95,78,10650.0
95,79,10830.0
95,80,11000.0
95,81,12400.0
95,82,12600.0
95,83,13000.0
95,84,13190.0
95,85,27110.0
95,86,27550.0
95,87,28040.0
95,88,28500.0
95,89,33700.0
95,90,34300.0
95,91,35100.0
95,92,35549.4
95,93,139769.5
95,94,142153.5
96,0,5.992241
96,1,12.4
96,2,20.1
96,3,37.7
96,4,51.0
96,5,69.1
96,6,97.0
96,7,112.0
96,8,128.0
96,9,144.0
96,10,167.0
96,11,190.0
96,12,213.0
96,13,235.0
96,14,253.0
96,15,272.0
96,16,311.0
96,17,332.0
96,18,460.0
96,19,489.0
96,20,518.0
96,21,550.0
96,22,580.0
96,23,611.0
96,24,657.0
96,25,689.0
96,26,723.0
96,27,755.0
96,28,910.0
96,29,950.0
96,30,990.0
96,31,1030.0
96,32,1140.0
96,33,1180.0
96,34,1300.0
96,35,1340.0
96,36,1480.0
96,37,1560.0
96,38,1650.0
96,39,1730.0
96,40,1810.0
96,41,1890.0
96,42,1980.0
96,43,2060.0
96,44,2160.0
96,45,2240.0
96,46,2320.0
96,47,2410.0
96,48,2490.0
96,49,2580.0
96,50,2976.0
96,51,3050.0
96,52,3125.0
96,53,3207.0
96,54,3284.0
96,55,3360.0
96,56,3515.0
96,57,3593.0
96,58,3679.0
96,59,3758.0
96,60,4078.0
96,61,4156.0
96,62,4239.0
96,63,4317.0
96,64,4791.0
96,65,4880.0
96,66,5110.0
96,67,5200.0
96,68,8270.0
96,69,8440.0
96,70,8620.0
96,71,8820.0
96,72,9000.0
96,73,9180.0
96,74,9630.0
96,75,9820.0
96,76,10020.0
96,77,10220.0
96,78,10760.0
96,79,10920.0
96,80,11100.0
96,81,11270.0
96,82,12740.0
96,83,12950.0
96,84,13350.0
96,85,13550.0
96,86,27740.0
96,87,28180.0
96,88,28700.0
96,89,29100.0
96,90,34600.0
96,91,35200.0
96,92,36000.0
96,93,36493.0
96,94,143311.0
96,95,145740.1
97,0,6.19785
97,1,11.9
97,2,21.6
97,3,36.0
97,4,56.0
97,5,70.1
97,6,90.0
97,7,114.0
97,8,130.0
97,9,147.0
97,10,171.0
97,11,195.0
97,12,218.0
97,13,240.0
97,14,259.0
97,15,279.0
97,16,303.0
97,17,339.0
97,18,361.0
97,19,497.0
97,20,526.0
97,21,557.0
97,22,590.0
97,23,621.0
97,24,652.0
97,25,700.0
97,26,733.0
97,27,768.0
97,28,800.0
97,29,960.0
97,30,1000.0
97,31,1040.0
97,32,1080.0
97,33,1200.0
97,34,1240.0
97,35,1360.0
97,36,1410.0
97,37,1550.0
97,38,1630.0
97,39,1720.0
97,40,1800.0
97,41,1890.0
97,42,1970.0
97,43,2050.0
97,44,2140.0
97,45,2240.0
97,46,2320.0
97,47,2410.0
97,48,2490.0
97,49,2580.0
97,50,2670.0
97,51,3080.0
97,52,3154.0
97,53,3232.0
97,54,3315.0
97,55,3393.0
97,56,3469.0
97,57,3630.0
97,58,3709.0
97,59,3797.0
97,60,3877.0
97,61,4202.0
97,62,4281.0
97,63,4365.0
97,64,4445.0
97,65,4940.0
97,66,5040.0
97,67,5270.0
97,68,5360.0
97,69,8500.0
97,70,8670.0
97,71,8850.0
97,72,9050.0
97,73,9240.0
97,74,9420.0
97,75,9880.0
97,76,10070.0
97,77,10280.0
97,78,10480.0
97,79,11020.0
97,80,11190.0
97,81,11380.0
97,82,11550.0
97,83,13090.0
97,84,13300.0
97,85,13720.0
97,86,13910.0
97,87,28380.0
97,88,28800.0
97,89,29300.0
97,90,29800.0
97,91,35500.0
97,92,36200.0
97,93,37000.0
97,94,37457.6
97,95,146917.0
97,96,149398.0
98,0,6.281878
98,1,12.0
98,2,22.4
98,3,37.7
98,4,51.9
98,5,75.0
98,6,91.0
98,7,112.9
98,8,133.0
98,9,152.0
98,10,178.0
98,11,201.0
98,12,225.0
98,13,247.0
98,14,265.0
98,15,286.0
98,16,310.0
98,17,334.0
98,18,368.0
98,19,390.0
98,20,536.0
98,21,566.0
98,22,597.0
98,23,630.0
98,24,662.0
98,25,695.0
98,26,744.0
98,27,778.0
98,28,814.0
98,29,847.0
98,30,1010.0
98,31,1050.0
98,32,1090.0
98,33,1120.0
98,34,1250.0
98,35,1300.0
98,36,1420.0
98,37,1470.0
98,38,1620.0
98,39,1700.0
98,40,1790.0
98,41,1880.0
98,42,1960.0
98,43,2050.0
98,44,2130.0
98,45,2220.0
98,46,2320.0
98,47,2410.0
98,48,2490.0
98,49,2580.0
98,50,2670.0
98,51,2750.0
98,52,3186.0
98,53,3261.0
98,54,3340.0
98,55,3424.0
98,56,3503.0
98,57,3581.0
98,58,3747.0
98,59,3828.0
98,60,3915.0
98,61,3998.0
98,62,4329.0
98,63,4407.0
98,64,4494.0
98,65,4570.0
98,66,5100.0
98,67,5190.0
98,68,5430.0
98,69,5520.0
98,70,8730.0
98,71,8900.0
98,72,9090.0
98,73,9290.0
98,74,9480.0
98,75,9660.0
98,76,10140.0
98,77,10330.0
98,78,10550.0
98,79,10740.0
98,80,11300.0
98,81,11470.0
98,82,11650.0
98,83,11820.0
98,84,13450.0
98,85,13660.0
98,86,14080.0
98,87,14280.0
98,88,29000.0
98,89,29500.0
98,90,30000.0
98,91,30500.0
98,92,36500.0
98,93,37100.0
98,94,37900.0
98,95,38443.5
98,96,150593.0
98,97,153124.0
99,0,6.3684
99,1,12.2
99,2,22.7
99,3,38.8
99,4,54.1
99,5,71.0
99,6,97.0
99,7,112.9
99,8,137.0
99,9,157.0
99,10,180.0
99,11,206.0
99,12,231.0
99,13,252.0
99,14,270.0
99,15,294.0
99,16,317.0
99,17,342.0
99,18,367.0
99,19,398.0
99,20,421.0
99,21,576.0
99,22,606.0
99,23,638.0
99,24,672.0
99,25,705.0
99,26,738.0
99,27,790.0
99,28,824.0
99,29,861.0
99,30,895.0
99,31,1060.0
99,32,1100.0
99,33,1140.0
99,34,1180.0
99,35,1310.0
99,36,1360.0
99,37,1480.0
99,38,1530.0
99,39,1690.0
99,40,1780.0
99,41,1870.0
99,42,1950.0
99,43,2040.0
99,44,2130.0
99,45,2220.0
99,46,2300.0
99,47,2410.0
99,48,2490.0
99,49,2580.0
99,50,2680.0
99,51,2760.0
99,52,2850.0
99,53,3294.0
99,54,3370.0
99,55,3449.0
99,56,3535.0
99,57,3616.0
99,58,3694.0
99,59,3866.0
99,60,3947.0
99,61,4038.0
99,62,4120.0
99,63,4456.0
99,64,4537.0
99,65,4620.0
99,66,4700.0
99,67,5260.0
99,68,5350.0
99,69,5600.0
99,70,5690.0
99,71,8960.0
99,72,9140.0
99,73,9330.0
99,74,9530.0
99,75,9720.0
99,76,9910.0
99,77,10400.0
99,78,10590.0
99,79,10810.0
99,80,11010.0
99,81,11570.0
99,82,11740.0
99,83,11930.0
99,84,12110.0
99,85,13810.0
99,86,14030.0
99,87,14460.0
99,88,14700.0
99,89,29700.0
99,90,30100.0
99,91,30700.0
99,92,31100.0
99,93,37400.0
99,94,38100.0
99,95,38900.0
99,96,39451.4
99,97,154344.0
99,98,156927.0
100,0,6.5
100,1,12.4
100,2,23.2
100,3,39.3
100,4,55.0
100,5,74.0
100,6,93.0
100,7,120.0
100,8,136.0
100,9,162.0
100,10,185.0
100,11,209.0
100,12,237.0
100,13,257.0
100,14,276.0
100,15,300.0
100,16,326.0
100,17,351.0
100,18,377.0
100,19,402.0
100,20,430.0
100,21,453.0
100,22,616.0
100,23,647.0
100,24,680.0
100,25,716.0
100,26,749.0
100,27,782.0
100,28,837.0
100,29,871.0
100,30,909.0
100,31,944.0
100,32,1110.0
100,33,1150.0
100,34,1190.0
100,35,1230.0
100,36,1370.0
100,37,1420.0
100,38,1550.0
100,39,1600.0
100,40,1770.0
100,41,1850.0
100,42,1940.0
100,43,2030.0
100,44,2120.0
100,45,2210.0
100,46,2300.0
100,47,2390.0
100,48,2490.0
100,49,2590.0
100,50,2680.0
100,51,2760.0
100,52,2850.0
100,53,2950.0
100,54,3403.0
100,55,3480.0
100,56,3561.0
100,57,3647.0
100,58,3730.0
100,59,3810.0
100,60,3986.0
100,61,4070.0
100,62,4160.0
100,63,4245.0
100,64,4586.0
100,65,4670.0
100,66,4760.0
100,67,4840.0
100,68,5420.0
100,69,5510.0
100,70,5760.0
100,71,5860.0
100,72,9200.0
100,73,9370.0
100,74,9570.0
100,75,9770.0
100,76,9970.0
100,77,10160.0
100,78,10660.0
100,79,10860.0
100,80,11080.0
100,81,11280.0
100,82,11850.0
100,83,12020.0
100,84,12220.0
100,85,12390.0
100,86,14180.0
100,87,14400.0
100,88,14800.0
100,89,15000.0
100,90,30300.0
100,91,30800.0
100,92,31300.0
100,93,31800.0
100,94,38400.0
100,95,39100.0
100,96,40000.0
100,97,40482.2
100,98,158171.0
100,99,160808.0
101,0,6.58
101,1,12.4
101,2,24.3
101,3,40.0
101,4,54.1
101,5,76.0
101,6,96.0
101,7,115.1
101,8,143.9
101,9,162.0
101,10,187.0
101,11,215.0
101,12,240.0
101,13,260.0
101,14,282.0
101,15,307.0
101,16,334.0
101,17,360.0
101,18,386.0
101,19,412.0
101,20,438.0
101,21,462.0
101,22,486.0
101,23,659.0
101,24,690.0
101,25,723.0
101,26,760.0
101,27,794.0
101,28,828.0
101,29,885.0
101,30,920.0
101,31,958.0
101,32,994.0
101,33,1160.0
101,34,1210.0
101,35,1250.0
101,36,1290.0
101,37,1430.0
101,38,1480.0
101,39,1620.0
101,40,1660.0
101,41,1840.0
101,42,1930.0
101,43,2020.0
101,44,2110.0
101,45,2200.0
101,46,2290.0
101,47,2390.0
101,48,2480.0
101,49,2580.0
101,50,2680.0
101,51,2760.0
101,52,2860.0
101,53,2950.0
101,54,3050.0
101,55,3513.0
101,56,3592.0
101,57,3675.0
101,58,3762.0
101,59,3845.0
101,60,3926.0
101,61,4109.0
101,62,4194.0
101,63,4286.0
101,64,4371.0
101,65,4720.0
101,66,4800.0
101,67,4890.0
101,68,4970.0
101,69,5580.0
101,70,5680.0
101,71,5930.0
101,72,6030.0
101,73,9430.0
101,74,9620.0
101,75,9810.0
101,76,10020.0
101,77,10220.0
101,78,10410.0
101,79,10930.0
101,80,11130.0
101,81,11350.0
101,82,11560.0
101,83,12130.0
101,84,12310.0
101,85,12500.0
101,86,12680.0
101,87,14560.0
101,88,14800.0
101,89,15200.0
101,90,15400.0
101,91,31000.0
101,92,31500.0
101,93,32000.0
101,94,32500.0
101,95,39500.0
101,96,40100.0
101,97,41000.0
101,98,41548.0
101,99,162066.0
101,100,164764.0
102,0,6.62621
102,1,12.93
102,2,25.8
102,3,41.5
102,4,60.0
102,5,74.0
102,6,97.0
102,7,119.0
102,8,140.0
102,9,170.0
102,10,187.0
102,11,216.0
102,12,246.0
102,13,267.0
102,14,285.0
102,15,312.0
102,16,341.0
102,17,367.0
102,18,394.0
102,19,422.0
102,20,448.0
102,21,475.0
102,22,496.0
102,23,520.0
102,24,701.0
102,25,734.0
102,26,768.0
102,27,805.0
102,28,840.0
102,29,875.0
102,30,934.0
102,31,969.0
102,32,1010.0
102,33,1045.0
102,34,1220.0
102,35,1260.0
102,36,1300.0
102,37,1350.0
102,38,1500.0
102,39,1550.0
102,40,1680.0
102,41,1730.0
102,42,1920.0
102,43,2010.0
102,44,2110.0
102,45,2200.0
102,46,2290.0
102,47,2380.0
102,48,2470.0
102,49,2570.0
102,50,2680.0
102,51,2760.0
102,52,2860.0
102,53,2950.0
102,54,3050.0
102,55,3140.0
102,56,3627.0
102,57,3705.0
102,58,3790.0
102,59,3878.0
102,60,3962.0
102,61,4045.0
102,62,4234.0
102,63,4320.0
102,64,4413.0
102,65,4500.0
102,66,4850.0
102,67,4930.0
102,68,5030.0
102,69,5110.0
102,70,5750.0
102,71,5850.0
102,72,6110.0
102,73,6210.0
102,74,9680.0
102,75,9860.0
102,76,10060.0
102,77,10270.0
102,78,10470.0
102,79,10660.0
102,80,11200.0
102,81,11410.0
102,82,11630.0
102,83,11840.0
102,84,12420.0
102,85,12600.0
102,86,12800.0
102,87,12980.0
102,88,15000.0
102,89,15200.0
102,90,15600.0
102,91,15800.0
102,92,31700.0
102,93,32200.0
102,94,32700.0
102,95,33200.0
102,96,40500.0
102,97,41200.0
102,98,42100.0
102,99,42632.0
102,100,166050.0
102,101,168804.0
103,0,4.96
103,1,14.54
103,2,21.8
103,3,43.6
103,4,56.0
103,5,80.0
103,6,96.0
103,7,121.0
103,8,143.0
103,9,165.0
103,10,197.0
103,11,216.0
103,12,244.0
103,13,269.0
103,14,290.0
103,15,322.0
103,16,344.0
103,17,374.0
103,18,403.0
103,19,431.0
103,20,459.0
103,21,487.0
103,22,510.0
103,23,540.0
103,24,560.0
103,25,745.0
103,26,779.0
103,27,814.0
103,28,852.0
103,29,888.0
103,30,922.0
103,31,985.0
103,32,1020.0
103,33,1061.0
103,34,1098.0
103,35,1280.0
103,36,1320.0
103,37,1360.0
103,38,1410.0
103,39,1570.0
103,40,1620.0
103,41,1760.0
103,42,1810.0
103,43,2010.0
103,44,2100.0
103,45,2190.0
103,46,2290.0
103,47,2380.0
103,48,2470.0
103,49,2570.0
103,50,2670.0
103,51,2780.0
103,52,2860.0
103,53,2960.0
103,54,3060.0
103,55,3150.0
103,56,3250.0
103,57,3741.0
103,58,3821.0
103,59,3906.0
103,60,3996.0
103,61,4082.0
103,62,4165.0
103,63,4360.0
103,64,4448.0
103,65,4540.0
103,66,4630.0
103,67,4990.0
103,68,5070.0
103,69,5160.0
103,70,5250.0
103,71,5920.0
103,72,6030.0
103,73,6290.0
103,74,6390.0
103,75,9920.0
103,76,10110.0
103,77,10310.0
103,78,10520.0
103,79,10720.0
103,80,10920.0
103,81,11470.0
103,82,11680.0
103,83,11910.0
103,84,12120.0
103,85,12710.0
103,86,12890.0
103,87,13090.0
103,88,13300.0
103,89,15300.0
103,90,15600.0
103,91,16000.0
103,92,16200.0
103,93,32400.0
103,94,32900.0
103,95,33400.0
103,96,33900.0
103,97,41600.0
103,98,42300.0
103,99,43200.0
103,100,43759.0
103,101,170116.0
103,102,172928.0
104,0,6.02
104,1,14.35
104,2,23.84
104,3,31.87
104,4,64.0
104,5,77.0
104,6,102.0
104,7,119.0
104,8,146.1
104,9,169.0
104,10,193.0
104,11,225.0
104,12,244.0
104,13,275.0
104,26,791.0
104,27,825.0
104,28,860.0
104,29,899.0
104,30,936.0
104,31,972.0
104,32,1036.0
104,33,1073.0
104,34,1114.0
104,35,1151.0
104,58,3857.0
104,59,3938.0
104,60,4025.0
104,61,4116.0
104,62,4203.0
104,63,4287.0
104,64,4489.0
104,65,4580.0
104,66,4670.0
104,67,4760.0
104,68,5130.0
104,69,5210.0
104,70,5300.0
104,71,5390.0
104,72,6100.0
104,73,6200.0
104,74,6470.0
104,75,6570.0
104,76,10170.0
104,77,10360.0
104,78,10560.0
104,79,10780.0
104,80,10980.0
104,81,11180.0
104,82,11750.0
104,83,11960.0
104,84,12200.0
