k,D,a,b,err,approx
4,313,1069,-423,2.014582570637245e-08,1.504113939668309
4,626,2138,-846,2.014582570637245e-08,1.504113939668309
4,939,3207,-1269,2.014582570637245e-08,1.504113939668309
4,946,-417,1301,2.0420277581706513e-08,1.5041140006843516
4,599,1601,-495,2.0659345108206858e-08,1.5041140010439364
4,498,585,116,2.1614421372015503e-08,1.50411400248048
4,996,1170,232,2.1614421372015503e-08,1.50411400248048
4,895,154,843,2.225362886963042e-08,1.504114003441921
4,991,478,716,2.25289016867765e-08,1.504113936083891
4,397,-431,727,2.3055455920327456e-08,1.5041140046479602
4,940,1049,258,2.3113538771432745e-08,1.5041139352045303
4,945,1741,-226,2.341521562230579e-08,1.5041140051890798
4,678,-591,1139,2.3629053323166346e-08,1.5041139344291377
4,548,2172,-953,2.3675844496828833e-08,1.5041140055810953
4,889,1620,-200,2.376525452291068e-08,1.5041139342242755
4,844,725,385,2.4308546167136502e-08,1.5041140065327507
4,995,3328,-1295,2.4460060050091614e-08,1.5041140067606449
4,838,2191,-658,2.4496296046706943e-08,1.5041139331247058
4,627,-20,681,2.459502872993152e-08,1.5041139329762006
4,787,2762,-1116,2.5322084973174424e-08,1.504113931882625
4,447,1156,-342,2.5421469715378263e-08,1.5041140082067146
4,894,2312,-684,2.5421469715378263e-08,1.5041140082067146
4,743,-291,996,2.544474705470161e-08,1.5041140082417264
4,576,551,223,2.5732062221672097e-08,1.5041139312659726
4,793,1296,-73,2.6627778236515465e-08,1.50411401002114
4,890,-538,1327,2.6895626261639353e-08,1.5041139295158397
5,644,189,652,5.485362191593636e-10,1.725259693582699
5,936,-61,1185,5.545359265610782e-10,1.725259691679613
5,433,1201,-321,5.800179195653534e-10,1.72525969163565
5,866,2402,-642,5.800179195653534e-10,1.72525969163565
5,574,2652,-1175,6.446123625272337e-10,1.7252596937484552
5,785,1640,-202,1.2412897437802278e-09,1.7252596947778787
5,725,951,212,1.5495870838152277e-09,1.7252596899628914
5,996,628,771,1.5851581658412722e-09,1.725259695371141
5,926,3091,-1056,1.7230752444171144e-09,1.7252596956090838
5,947,3164,-1082,2.0897607530864858e-09,1.7252596890309515
5,292,-250,533,2.987338834005431e-09,1.7252596874823962
5,584,-500,1066,2.987338834005431e-09,1.7252596874823962
5,806,1713,-228,3.2260032999190526e-09,1.725259687070638
5,563,-573,1092,3.250382444333215e-09,1.7252596982440853
5,915,-134,1211,3.3393721194760635e-09,1.7252596983976156
5,514,1963,-761,3.3615868800951588e-09,1.7252596868367212
5,352,439,119,3.4817050969870633e-09,1.725259698643177
5,704,878,238,3.4817050969870633e-09,1.725259698643177
5,845,2329,-616,3.6358289918436815e-09,1.7252596989090807
5,493,1890,-735,3.745873177863548e-09,1.7252596990989355
5,986,3780,-1470,3.745873177863548e-09,1.7252596990989355
5,957,12,1159,4.277551476643946e-09,1.7252596852564444
5,887,2475,-668,4.5962417714401554e-09,1.7252596847066208
5,665,262,626,4.844080897710269e-09,1.725259684279034
5,975,555,797,5.285526773537558e-09,1.7252597017552378
5,595,2725,-1201,5.385821258064203e-09,1.7252596833443912
5,905,3018,-1030,5.712860460322265e-09,1.7252597024924994
5,968,3237,-1108,5.7371637991792355e-09,1.725259682738234
5,764,1567,-176,5.954167052354036e-09,1.725259702908816
5,373,512,93,6.297616291563173e-09,1.725259681771308
5,746,1024,186,6.297616291563173e-09,1.725259681771308
5,623,116,678,6.304700443149774e-09,1.725259703513577
5,897,-677,1573,6.90243035045831e-09,1.7252596807278466
5,553,2579,-1149,7.133053378309282e-09,1.725259704942701
5,894,-207,1237,7.416215320188084e-09,1.7252597054312289
5,827,1786,-254,7.46642047841191e-09,1.7252596797548172
5,965,3707,-1444,7.53160823821361e-09,1.7252597056303116
5,978,85,1133,7.840682810438561e-09,1.7252596791091175
5,412,1128,-295,8.06656162020939e-09,1.7252597065532451
5,824,2256,-590,8.06656162020939e-09,1.7252597065532451
5,454,1274,-347,8.426693616192504e-09,1.7252596780980967
5,908,2548,-694,8.426693616192504e-09,1.7252596780980967
5,605,-427,1040,8.79202813855654e-09,1.7252596774677997
5,683,805,264,8.82238884337146e-09,1.7252597078572434
5,954,482,823,9.148804741192374e-09,1.7252597084203956
5,989,3310,-1134,9.229672153332138e-09,1.7252596767127502
5,884,2945,-1004,9.892205773273174e-09,1.7252597097029554
5,686,335,600,9.906537785561398e-09,1.7252596755449812
5,535,2036,-787,9.911078139460569e-09,1.7252596755371479
5,271,-323,559,9.971469170711271e-09,1.7252597098397053
5,542,-646,1118,9.971469170711271e-09,1.7252597098397053
5,918,-604,1547,1.0638399770373698e-08,1.7252596742823292
5,767,1097,160,1.0785649169420736e-08,1.7252596740282857
5,743,1494,-150,1.0933451858943781e-08,1.7252597114993753
5,616,2798,-1227,1.1005088882702835e-08,1.7252596736496952
5,999,158,1107,1.1254012967966374e-08,1.7252596732202365
5,472,1817,-709,1.1485776554132853e-08,1.7252597124522788
5,944,3634,-1418,1.1485776554132853e-08,1.7252597124522788
5,848,1859,-280,1.1496817009332485e-08,1.7252596728013365
5,873,-280,1263,1.1689195425718455e-08,1.7252597128032292
5,929,2621,-720,1.2083970690040355e-08,1.725259671788344
5,602,43,704,1.246245766963037e-08,1.7252597141373074
5,803,2183,-564,1.2729038400719277e-08,1.7252597145972284
5,933,409,849,1.3185992368939405e-08,1.7252597153855926
5,532,2506,-1123,1.4133739957590932e-08,1.7252597170207034
5,939,-531,1521,1.420726517036452e-08,1.7252596681251096
5,313,-177,507,1.420726542776879e-08,1.7252596681251091
5,626,-354,1014,1.420726542776879e-08,1.7252596681251091
5,863,2872,-978,1.427494897936177e-08,1.7252597172643256
5,331,366,145,1.4501907342636376e-08,1.7252597176558877
5,662,732,290,1.4501907342636376e-08,1.7252597176558877
5,993,1098,435,1.4501907342636376e-08,1.7252597176558877
5,707,408,574,1.4668254465308235e-08,1.7252596673297833
5,394,585,67,1.5034472141718875e-08,1.7252596666979627
5,788,1170,134,1.5034472141718875e-08,1.7252596666979627
5,869,1932,-306,1.53324188699949e-08,1.7252596661839272
5,475,1347,-373,1.55795578566536e-08,1.7252596657575483
5,950,2694,-746,1.55795578566536e-08,1.7252596657575483
5,923,3561,-1392,1.5619874315078998e-08,1.725259719584671
5,556,2109,-813,1.5965823721951984e-08,1.7252596650911394
5,852,-353,1289,1.617281549349209e-08,1.7252597205386382
5,722,1421,-124,1.6202390214371916e-08,1.7252597205896623
5,637,2871,-1253,1.625385536649202e-08,1.72525966459421
5,912,336,875,1.7409102842710465e-08,1.725259722671555
5,960,-458,1495,1.76199930019031e-08,1.7252596622372678
5,391,1055,-269,1.7641929637209645e-08,1.7252597230732416
5,782,2110,-538,1.7641929637209645e-08,1.7252597230732416
5,81,762,-440,1.823096224037837e-08,1.7252596611831872
5,972,1025,461,1.8492762330683084e-08,1.725259724541149
5,842,2799,-952,1.8876308719880512e-08,1.725259725202866
5,971,2767,-772,1.892394549830923e-08,1.725259659987611
5,890,2005,-332,1.8987014692275727e-08,1.7252596598788004
5,809,1243,108,1.9062713297993795e-08,1.7252596597482006
5,581,-30,730,1.906535387968633e-08,1.725259725529018
5,728,481,548,1.915525721128165e-08,1.7252596595885383
5,647,-281,988,1.9270972399451843e-08,1.7252596593888996
5,451,1744,-683,1.994646915577908e-08,1.7252597270491707
5,902,3488,-1366,1.994646915577908e-08,1.7252597270491707
5,641,659,316,2.055356265817748e-08,1.7252597280965647
5,831,-426,1315,2.088304436954316e-08,1.7252597286650062
6,605,-237,951,2.0614461722147052e-10,1.8312679302757249
6,854,499,753,2.1347974724566438e-10,1.8312679302891575
6,249,736,-198,2.3130255511831924e-10,1.8312679303217958
6,498,1472,-396,2.3130255511831924e-10,1.8312679303217958
6,996,2944,-792,2.3130255511831924e-10,1.8312679303217958
6,747,2208,-594,2.3130267637015863e-10,1.831267930321796
6,980,2069,-194,1.33766738871378e-09,1.8312679274485915
6,873,3778,-1541,1.5125347302078204e-09,1.8312679271283625
6,838,-376,1351,1.6216940024080186e-09,1.8312679269284626
6,977,-335,1502,1.7739325981231484e-09,1.8312679331467647
6,731,1333,4,1.872104513644739e-09,1.831267926469894
6,870,1374,155,1.9811530829155697e-09,1.831267933526241
6,763,3083,-1192,2.246493333136983e-09,1.83126793401215
6,621,638,353,2.6827841266844638e-09,1.8312679348111154
6,482,597,202,2.9587193626322024e-09,1.831267924480011
6,964,1194,404,2.9587193626322024e-09,1.831267924480011
6,514,2347,-994,3.2227241450945207e-09,1.8312679357998902
6,993,540,904,3.29750597453764e-09,1.8312679359368358
6,857,2903,-943,3.3392465564938126e-09,1.8312679237831637
6,886,2249,-443,3.6849827175741683e-09,1.8312679366464095
6,715,458,602,4.069650176743756e-09,1.831267922445599
6,372,-98,551,4.323695090614499e-09,1.831267937816063
6,744,-196,1102,4.323695090614499e-09,1.831267937816063
6,948,319,1002,4.634490472891948e-09,1.831267921411225
6,608,2167,-745,4.8015273705978664e-09,1.8312679211053358
6,637,1513,-245,5.0350083362627546e-09,1.8312679391186681
6,841,2028,-345,5.235464665942692e-09,1.8312679203106803
6,902,3124,-1041,5.328366006509466e-09,1.8312679396558846
6,265,1611,-796,6.033531420144882e-09,1.8312679409472314
6,967,3598,-1292,6.097468121317004e-09,1.831267918732121
6,760,679,504,6.260684979822787e-09,1.8312679413632105
6,233,-139,400,6.367798733492393e-09,1.8312679182370732
6,466,-278,800,6.367798733492393e-09,1.8312679182370732
6,699,-417,1200,6.367798733492393e-09,1.8312679182370732
6,932,-556,1600,6.367798733492393e-09,1.8312679182370732
6,918,3999,-1639,6.91446350016713e-09,1.831267942560454
6,883,-155,1253,7.144893405797324e-09,1.831267942982433
6,825,1153,253,7.205233049901958e-09,1.8312679167035066
6,653,2388,-843,7.27196290844638e-09,1.8312679432151313
6,592,1292,-147,7.53483131866989e-09,1.831267916099924
6,951,2723,-694,7.820760373724235e-09,1.8312679155763112
6,388,777,-47,8.117799007311296e-09,1.8312679447640838
6,776,1554,-94,8.117799007311296e-09,1.8312679447640838
6,359,1431,-547,8.292264641461421e-09,1.8312679147128605
6,718,2862,-1094,8.292264641461421e-09,1.8312679147128605
6,899,720,655,8.7321826837844e-09,1.831267945889185
6,511,-57,702,9.198681433087687e-09,1.8312679467434692
6,809,278,851,9.252915440819591e-09,1.8312679129536515
6,935,1848,-96,9.603031582094409e-09,1.831267912312495
6,792,2429,-692,9.89987803151603e-09,1.831267948027548
6,915,1595,57,1.0263960323407869e-08,1.8312679486942802
6,576,417,451,1.0419985492815462e-08,1.8312679108164336
6,702,1987,-496,1.0676834112968533e-08,1.831267910346075
6,828,3557,-1443,1.085551118725636e-08,1.8312679100188693
6,793,-597,1449,1.1383228535248055e-08,1.8312679090524775
6,919,973,502,1.1447362391911033e-08,1.8312679089350312
6,404,1652,-645,1.161137987631234e-08,1.8312679511617664
6,808,3304,-1290,1.161137987631234e-08,1.8312679511617664
6,931,2470,-541,1.1743088231832967e-08,1.8312679514029597
6,527,818,104,1.1844056336022842e-08,1.8312679515878594
6,650,-16,853,1.1988673768624647e-08,1.8312679518526926
6,469,2126,-896,1.2817569894259541e-08,1.8312679064258142
6,812,2682,-845,1.2967555145791357e-08,1.831267906151151
6,947,3345,-1139,1.3172235040792936e-08,1.8312679540201104
6,343,556,51,1.317263686938869e-08,1.8312679057755914
6,686,1112,102,1.317263686938869e-08,1.8312679057755914
6,903,98,1100,1.3357051459464846e-08,1.8312679054378789
6,560,-458,1049,1.3470005307978907e-08,1.8312679052310301
6,789,25,1004,1.3795626880170204e-08,1.831267955161708
6,666,859,255,1.4014908891686432e-08,1.831267955563272
6,543,1693,-494,1.4333534353996486e-08,1.8312679561467606
6,963,4220,-1737,1.4553892111831824e-08,1.8312679565502947
6,922,3377,-1194,1.4711683435532044e-08,1.8312679029571848
6,928,66,1155,1.5061272858816528e-08,1.8312679574794448
6,796,1807,-247,1.5164505341107104e-08,1.8312679021279465
6,805,900,406,1.5436075874592148e-08,1.8312679581658096
6,579,2821,-1245,1.5623415665293704e-08,1.8312679012875588
6,670,237,700,1.5787642309117965e-08,1.8312679009868158
6,682,1734,-343,1.594607153874524e-08,1.8312679590997483
6,944,941,557,1.643872115725818e-08,1.8312679600019217
6,453,1251,-298,1.6672697072931478e-08,1.8312678993660434
6,906,2502,-596,1.6672697072931478e-08,1.8312678993660434
6,559,2568,-1092,1.668050181132965e-08,1.8312679604446869
6,997,-82,1349,1.6687288034276904e-08,1.8312678993393234
6,821,1775,-192,1.701258525779782e-08,1.8312679610528206
6,780,932,351,1.7451586636214973e-08,1.831267897939688
6,960,1816,-41,1.7770254294165134e-08,1.8312679624403156
6,698,2609,-941,1.7788699487729404e-08,1.8312679624740937
6,837,2650,-790,1.8528821806662367e-08,1.831267963829456
6,327,-319,649,1.8530599116124217e-08,1.831267895963727
6,654,-638,1298,1.8530599116124217e-08,1.831267895963727
6,890,1627,2,1.87042191399464e-08,1.8312678956457822
6,563,1946,-647,1.880506065721595e-08,1.8312678954611143
6,976,2691,-639,1.9058130827549796e-08,1.8312679647987626
6,1000,2322,-347,1.9681272403130555e-08,1.8312678938565359
6,764,57,949,1.9834462219525737e-08,1.8312678935760043
6,853,3525,-1388,1.9988177420141018e-08,1.8312679665019271
6,673,2641,-996,2.0240366089602466e-08,1.8312678928326855
6,992,3566,-1237,2.0304462843202588e-08,1.8312679670811305
6,679,-670,1353,2.0499656843052787e-08,1.831267967438583
7,123,811,-398,1.3650471043557228e-10,2.0174227819147004
7,246,1622,-796,1.3650471043557228e-10,2.0174227819147004
7,740,3593,-1485,9.798843014852467e-10,2.0174227836161536
7,617,2782,-1087,1.1480135563216047e-09,2.0174227839553414
7,494,1971,-689,1.3998670121819901e-09,2.0174227844634363
7,988,3942,-1378,1.3998670121819901e-09,2.0174227844634363
7,865,3131,-980,1.579512650893446e-09,2.0174227848258575
7,913,299,1091,1.6763308859489793e-09,2.0174227782574445
7,371,1160,-291,1.8187176097554728e-09,2.017422785308435
7,742,2320,-582,1.8187176097554728e-09,2.017422785308435
7,790,-512,1489,1.9585825587340306e-09,2.0174227776880236
7,990,2669,-475,2.027719604335325e-09,2.0174227857300804
7,619,1509,-184,2.152985951287532e-09,2.0174227859827956
7,867,1858,-77,2.2960235906113268e-09,2.017422786271363
7,911,1572,188,2.365383184602203e-09,2.0174227768673347
7,248,349,107,2.6530407360730475e-09,2.0174227869916175
7,496,698,214,2.6530407360730475e-09,2.0174227869916175
7,744,1047,321,2.6530407360730475e-09,2.0174227869916175
7,992,1396,428,2.6530407360730475e-09,2.0174227869916175
7,788,761,586,2.755906299870991e-09,2.0174227760794845
7,869,585,826,3.0092363675981533e-09,2.0174227877102147
7,909,2845,-715,3.0574677325793454e-09,2.0174227754711076
7,621,236,719,3.1514850717802478e-09,2.0174227879971904
7,994,123,1331,3.2758455961576504e-09,2.017422788248078
7,665,-50,984,3.290893697503017e-09,2.0174227750001887
7,373,-113,612,3.482890441645745e-09,2.017422788665775
7,746,-226,1224,3.482890441645745e-09,2.017422788665775
7,786,2034,-317,3.5572876418636905e-09,2.0174227744627595
7,871,-688,1729,3.719173654934169e-09,2.0174227891424583
7,907,4118,-1618,3.7526043413097466e-09,2.017422774068723
7,498,-575,1117,3.896148933097642e-09,2.0174227894994923
7,663,1223,81,4.242561460687871e-09,2.0174227730802725
7,784,3307,-1220,4.362757842745086e-09,2.0174227728377856
7,125,-462,505,5.129312452974746e-09,2.0174227919873045
7,661,2496,-822,5.199988186254748e-09,2.017422771148738
7,540,412,479,5.240015418219427e-09,2.017422771067986
7,944,4228,-1643,5.856551942060987e-09,2.017422793454454
7,957,13,1356,5.931041595615851e-09,2.0174227696738942
7,538,1685,-424,6.420041382702889e-09,2.017422768687375
7,946,2955,-740,6.5041851457749295e-09,2.017422794761004
7,955,1286,453,6.597257259669341e-09,2.0174227683298556
7,821,3417,-1245,6.713514028938885e-09,2.017422795183309
7,417,-399,877,6.825895462502614e-09,2.0174227678685956
7,948,1682,163,7.149085472874973e-09,2.0174227960620406
7,953,2559,-450,7.26626941703761e-09,2.017422766980175
7,823,2144,-342,7.455855330356702e-09,2.017422796680925
7,832,475,851,7.59275318760117e-09,2.0174227663215194
7,950,409,1066,7.79127053352053e-09,2.0174227973575993
7,698,2606,-847,7.872499815209727e-09,2.017422797521473
7,951,3832,-1353,7.938095237626082e-09,2.0174227656248185
7,825,871,561,8.194597555444498e-09,2.0174227981712805
7,415,874,-26,8.363306844906519e-09,2.017422764766987
7,830,1748,-52,8.363306844906519e-09,2.017422764766987
7,700,1333,56,8.741969958064665e-09,2.017422799275562
7,827,-402,1464,8.929766679187401e-09,2.0174227996544274
7,709,-336,1249,8.933654121877812e-09,2.0174227636163553
7,828,3021,-955,9.137582849657784e-09,2.017422763204945
7,575,1795,-449,9.527330457531423e-09,2.017422800859966
7,702,60,959,9.606485482568766e-09,2.0174228010196553
7,707,937,346,9.842057685670892e-09,2.0174227617837213
7,413,2147,-929,9.915608717729045e-09,2.0174227616353377
7,999,1000,718,1.0456353536854145e-08,2.017422760544427
7,577,522,454,1.0576410578525007e-08,2.0174228029764043
7,450,2257,-954,1.0749002027629616e-08,2.0174228033245942
7,705,2210,-557,1.075561530287016e-08,2.0174227599406893
7,997,2273,-185,1.1103581927028582e-08,2.0174227592386935
7,902,3241,-1005,1.1417378678370068e-08,2.0174228046729925
7,703,3483,-1460,1.1674370998874148e-08,2.0174227580871706
7,995,3546,-1088,1.1753412218256283e-08,2.017422757927711
7,292,63,372,1.1943706940491748e-08,2.017422757543806
7,584,126,744,1.1943706940491748e-08,2.017422757543806
7,876,189,1116,1.1943706940491748e-08,2.017422757543806
7,452,984,-51,1.20827981430911e-08,2.017422806015425
7,904,1968,-102,1.20827981430911e-08,2.017422806015425
7,777,3703,-1510,1.2428972493275268e-08,2.017422806713805
7,874,1462,213,1.2685424842266347e-08,2.0174227560474476
7,906,695,801,1.2745279792968064e-08,2.0174228073519305
7,582,1399,-159,1.3057558108314168e-08,2.0174227552966975
7,779,2430,-607,1.3198569258543517e-08,2.017422808266407
7,454,-289,852,1.3404843219303308e-08,2.0174228086825488
7,908,-578,1704,1.3404843219303308e-08,2.0174228086825488
7,872,2735,-690,1.3430545026839531e-08,2.017422754544225
7,753,-622,1514,1.3916968667731444e-08,2.017422753562903
7,781,1157,296,1.3964224650008153e-08,2.0174228098110576
7,290,1336,-531,1.4179091047799512e-08,2.0174227530340914
7,580,2672,-1062,1.4179091047799512e-08,2.0174227530340914
7,870,4008,-1593,1.4179091047799512e-08,2.0174227530340914
7,783,-116,1199,1.4725968604940176e-08,2.017422811347817
7,327,1446,-556,1.474085843497782e-08,2.0174228113778563
7,654,2892,-1112,1.474085843497782e-08,2.0174228113778563
7,981,4338,-1668,1.4740858655104811e-08,2.0174228113778567
7,751,651,611,1.4785421383626299e-08,2.0174227518108667
7,461,-685,1142,1.5166843788637463e-08,2.0174227510413765
7,983,3065,-765,1.5346038827394938e-08,2.017422812598761
7,656,1619,-209,1.564770658144075e-08,2.0174228132073524
7,749,1924,-292,1.565851195512955e-08,2.017422750049474
7,920,-97,1381,1.5878482437499763e-08,2.0174227496057004
7,985,1792,138,1.594876172206598e-08,2.017422813814708
7,747,3197,-1195,1.653627736357596e-08,2.01742274827865
7,987,519,1041,1.654904164737246e-08,2.0174228150257263
8,847,3819,-1447,1.1145109290535324e-11,2.0928370427935437
8,621,1195,74,4.2552278934337545e-11,2.0928370428592737
8,840,307,1026,5.302600376862981e-10,2.092837041660471
8,797,654,717,6.796468987073973e-10,2.092837044192609
8,973,113,1360,1.0862610063517152e-09,2.092837045043586
8,445,1736,-569,1.0984910678308632e-09,2.092837040471256
8,890,3472,-1138,1.0984910678308632e-09,2.092837040471256
8,402,2083,-878,1.2394737402381943e-09,2.0928370453642353
8,664,848,383,1.4467950959387369e-09,2.0928370397423124
8,980,3625,-1113,1.5426430782763076e-09,2.0928370459987193
8,883,-40,1335,1.6223275434882772e-09,2.0928370393749516
8,578,1542,-235,1.7534981145551737e-09,2.0928370464400046
8,754,1001,408,2.027553684720368e-09,2.092837047013558
8,933,3125,-829,2.105845727428587e-09,2.092837038363027
8,930,460,1051,2.1978805685908454e-09,2.0928370473700246
8,926,-387,1644,2.6129722842616558e-09,2.0928370373016936
8,937,3972,-1422,2.6669020258302666e-09,2.09283704835161
8,707,501,692,2.7549770991865984e-09,2.0928370370045006
8,176,-541,643,2.9275768019290164e-09,2.09283704889716
8,488,1389,-260,3.024437378016648e-09,2.092837036440564
8,976,2778,-520,3.024437378016648e-09,2.092837036440564
8,757,3666,-1472,3.2760996029112222e-09,2.092837035913876
8,887,807,742,3.417278343345598e-09,2.0928370499220255
8,711,1348,99,3.5384984620399894e-09,2.0928370501757194
8,535,1889,-544,3.73947434341073e-09,2.092837050596329
8,894,4319,-1731,3.899311163444662e-09,2.0928370509308416
8,750,154,1001,3.913154330055403e-09,2.0928370345806244
8,800,3319,-1163,4.333880667360562e-09,2.0928370337001128
8,531,1042,49,4.63846025226852e-09,2.0928370330626773
8,844,1154,433,4.760927652199889e-09,2.0928370527340645
8,793,-193,1310,4.945728557923968e-09,2.092837032419615
8,668,1695,-210,5.243965851424643e-09,2.0928370537449847
8,843,2972,-854,5.283750048743401e-09,2.092837031712191
8,977,960,767,5.650535610348558e-09,2.092837054595869
8,836,-540,1619,5.8720810223877034e-09,2.09283703048091
8,574,695,358,6.010660800489568e-09,2.092837030190885
8,492,2236,-853,6.072592833655472e-09,2.092837055479166
8,984,4472,-1706,6.072592833655472e-09,2.092837055479166
8,886,2625,-545,6.1414201379672734e-09,2.092837029917227
8,801,1501,124,6.248838680238479e-09,2.09283705584802
8,312,1930,-903,6.381983936434894e-09,2.0928370294137664
8,929,2278,-236,6.9196934981747085e-09,2.092837028288428
8,934,1307,458,6.967526882149178e-09,2.092837057352117
8,625,2042,-519,7.184105874087702e-09,2.0928370578053817
8,617,348,667,7.191598473692614e-09,2.092837027719375
8,972,1931,73,7.629107300455505e-09,2.0928370268037404
8,758,1848,-185,7.905562794198482e-09,2.0928370593152734
8,660,1,976,8.218656272449627e-09,2.0928370255699105
8,355,1583,-594,8.389509611704409e-09,2.0928370252123423
8,710,3166,-1188,8.389509611704409e-09,2.0928370252123423
8,891,1654,149,8.411635379288771e-09,2.092837060374401
8,449,2583,-1162,8.852589613578848e-09,2.0928370612972462
8,703,-346,1285,9.120071175577523e-09,2.092837023683396
8,753,2819,-879,9.22131315060716e-09,2.092837023471513
8,582,2389,-828,9.410933213216744e-09,2.0928370624657684
8,715,2195,-494,9.761557379644643e-09,2.0928370631995676
8,746,-693,1594,9.917569812177035e-09,2.0928370220143613
8,398,1236,-285,9.963248357607526e-09,2.0928370219187635
8,796,2472,-570,9.963248357607526e-09,2.0928370219187635
8,848,2001,-160,1.0002198204837175e-08,2.0928370637031897
8,981,1807,174,1.0177588694042458e-08,2.0928370640702534
8,839,2125,-261,1.0629132935936114e-08,2.0928370205251756
8,441,889,24,1.1230090138815507e-08,2.09283701926747
8,882,1778,48,1.1230090138815507e-08,2.09283701926747
8,133,-194,334,1.1295867991161231e-08,2.0928370664106297
8,266,-388,668,1.1295867991161231e-08,2.0928370664106297
8,399,-582,1002,1.1295867991161231e-08,2.0928370664106297
8,938,2154,-135,1.1696494172771818e-08,2.092837067249075
8,975,4596,-1807,1.1717205449589646e-08,2.092837018248017
8,805,2348,-469,1.1762684319680906e-08,2.0928370673876002
8,925,1431,357,1.1775174532027105e-08,2.0928370181266973
8,672,2542,-803,1.1855075223775394e-08,2.0928370675809593
8,539,2736,-1137,1.1993061492925263e-08,2.092837067869742
8,484,542,333,1.227183203231224e-08,2.092837017087274
8,968,1084,666,1.227183203231224e-08,2.092837017087274
8,527,195,642,1.314357424637324e-08,2.0928370152628597
8,895,2501,-444,1.336135001717814e-08,2.092837070733347
8,620,3013,-1213,1.3622579470574177e-08,2.09283701426038
8,622,-623,1361,1.3663744631875625e-08,2.0928370713662097
8,762,2695,-778,1.3721860765333369e-08,2.0928370714878373
8,570,-152,951,1.3883790250824782e-08,2.0928370137137082
8,663,2666,-904,1.4227897701691467e-08,2.0928370129935474
8,629,2889,-1112,1.4234828833764389e-08,2.092837072561396
8,489,-429,1027,1.4307768473968096e-08,2.0928370727140466
8,613,-499,1260,1.4520158952069142e-08,2.0928370123818922
8,985,2654,-419,1.4667873929989501e-08,2.0928370734676887
8,706,2319,-595,1.4759480349780978e-08,2.0928370118810316
8,845,-664,1720,1.4781830831695037e-08,2.092837073706182
8,852,2848,-753,1.5194255046101805e-08,2.0928370745693186
8,749,1972,-286,1.5230026639100854e-08,2.092837010896255
8,356,-235,693,1.543300075922774e-08,2.0928370750689744
8,712,-470,1386,1.543300075922774e-08,2.0928370750689744
8,792,1625,23,1.564947832203539e-08,2.092837010018411
8,719,3042,-1087,1.591537521301029e-08,2.0928370760785056
8,935,-511,1745,1.6021491303387557e-08,2.0928370763005892
8,835,1278,332,1.6025729046426634e-08,2.0928370092309794
8,928,4096,-1523,1.605691765539094e-08,2.0928370091657067
8,971,3749,-1214,1.636242686586868e-08,2.0928370085263257
8,878,931,641,1.6365126196357892e-08,2.0928370085206764
8,579,-276,1052,1.6383326783894347e-08,2.092837077057852
9,948,-77,1747,3.675915748521111e-11,2.5249273137824866
9,808,1449,418,2.64339180355101e-10,2.5249273132078636
9,867,4944,-1948,2.8900979362184197e-10,2.524927313145572
9,609,-520,1455,5.834793155995895e-10,2.524927312402058
9,668,2975,-911,5.87311959778558e-10,2.5249273123923808
9,737,4381,-1782,8.195340356894059e-10,2.5249273159445647
9,538,2412,-745,8.591894417036003e-10,2.5249273160446917
9,877,2855,-453,8.925143276896356e-10,2.5249273161288346
9,339,443,292,9.454015107782175e-10,2.524927316262371
9,678,886,584,9.454015107782175e-10,2.524927316262371
9,818,-640,1913,1.0021033980840288e-09,2.524927316405539
9,997,5507,-2114,1.1084652100671563e-09,2.5249273110765067
9,469,1006,126,1.1387573631094097e-09,2.524927311000021
9,938,2012,252,1.1387573631094097e-09,2.524927311000021
9,798,3538,-1077,1.5625221240419647e-09,2.524927309930046
9,739,43,1289,1.63722219002145e-09,2.5249273097414338
9,946,4261,-1324,1.8806090780031866e-09,2.524927318623702
9,887,766,1042,2.047397605818682e-09,2.524927319044831
9,747,2292,-287,2.191838569530661e-09,2.524927319409534
9,928,4101,-1243,2.264505439846391e-09,2.524927308157589
9,599,1569,-40,2.3182729122340296e-09,2.52492730802183
9,869,606,1123,2.375691166835556e-09,2.5249273078768533
9,548,323,750,2.729107006038248e-09,2.5249273207660976
9,999,1169,957,2.921965640018105e-09,2.52492730649755
9,956,2172,171,2.9418021371240935e-09,2.5249273213031374
9,729,2132,-206,3.0771109567830045e-09,2.5249273061058193
9,408,1849,-579,3.227481077849726e-09,2.524927322024456
9,816,3698,-1158,3.227481077849726e-09,2.524927322024456
9,757,203,1208,3.5278864406973742e-09,2.5249273227829576
9,859,2695,-372,3.6062656058891794e-09,2.5249273047697423
9,400,-400,997,3.825995840206385e-09,2.5249273042149394
9,966,83,1666,3.981024371338003e-09,2.524927323927098
9,989,3258,-538,3.996309922267552e-09,2.5249273037849087
9,617,1729,-121,4.038689916000364e-09,2.5249273240726993
9,885,5104,-2029,4.101633502935528e-09,2.5249273242316272
9,589,3658,-1535,4.111973076766423e-09,2.5249273034928676
9,930,-237,1828,4.210069842847201e-09,2.5249273032451804
9,826,1609,337,4.4393838861365506e-09,2.5249273250844224
9,530,163,831,4.499936885229003e-09,2.5249273025132872
9,719,4221,-1701,4.557052095182723e-09,2.5249273023690755
9,849,4784,-1867,4.86582891252931e-09,2.5249273015894365
9,660,726,665,4.908386195295778e-09,2.5249273014819824
9,686,3135,-992,5.084829060756529e-09,2.5249273267141246
