Z,A,El,mass_MeV,estimated
54,129,Xe,120074.04313551754,False
55,129,Cs,120075.24016132881,False
56,129,Ba,120077.67833782695,False
57,129,La,120081.41566914973,False
58,129,Ce,120086.45170818001,False
59,129,Pr,120092.96564643823,False
60,129,Nd,120100.36450409376,True
61,129,Pm,120109.55928237873,True
62,129,Sm,120120.40932568372,True
46,130,Pd,121061.50340632327,True
47,130,Ag,121048.33580569146,True
48,130,Cd,121033.11571369461,False
49,130,In,121024.3267780751,False
50,130,Sn,121014.10109663708,False
51,130,Sb,121011.94762199641,False
52,130,Te,121006.8803499689,False
53,130,I,121007.2971190602,False
54,130,Xe,121004.35283387138,False
55,130,Cs,121007.33355910948,False
56,130,Ba,121006.97653604992,False
57,130,La,121012.60593682341,False
58,130,Ce,121014.81040145126,False
59,130,Pr,121023.05785023408,False
60,130,Nd,121027.63707524158,False
61,130,Pm,121038.76377229499,True
62,130,Sm,121046.53336460327,True
63,130,Eu,121060.72001978313,True
46,131,Pd,121999.98744048782,True
47,131,Ag,121984.97734452144,True
48,131,Cd,121970.51565639289,False
49,131,In,121957.70303884859,False
50,131,Sn,121948.46283159622,False
51,131,Sb,121943.74599696498,False
52,131,Te,121940.51639513258,False
53,131,I,121938.28468430226,False
54,131,Xe,121937.31383457399,False
55,131,Cs,121937.67183570238,False
56,131,Ba,121939.04845357657,False
57,131,La,121941.95815238936,False
58,131,Ce,121946.01896366909,False
59,131,Pr,121951.4267526807,False
60,131,Nd,121957.95937671063,False
61,131,Pm,121965.95716644412,True
62,131,Sm,121975.44722835957,True
63,131,Eu,121986.26373787688,True
47,132,Ag,122922.82144223762,True
48,132,Cd,122906.75608454744,False
49,132,In,122894.80996144707,False
50,132,Sn,122880.67495761518,False
51,132,Sb,122877.58623495084,False
52,132,Te,122872.03331915809,False
53,132,I,122871.51801662064,False
54,132,Xe,122867.94254171308,False
55,132,Cs,122870.06882604091,False
56,132,Ba,122868.786615094,False
57,132,La,122873.49793528016,False
58,132,Ce,122874.75282550504,False
59,132,Pr,122881.99405572856,False
60,132,Nd,122885.79569740417,False
61,132,Pm,122895.59386962389,True
62,132,Sm,122902.08172604725,True
63,132,Eu,122915.02111062397,True
47,133,Ag,123859.63530747655,True
48,133,Cd,123844.57584232274,True
49,133,In,123831.02539761481,True
50,133,Sn,123817.84172870974,False
51,133,Sb,123809.79210132944,False
52,133,Te,123805.77848885587,False
53,133,I,123802.85832004939,False
54,133,Xe,123801.07203106894,False
55,133,Cs,123800.6446708897,False
56,133,Ba,123801.16210654864,False
57,133,La,123803.22123015168,False
58,133,Ce,123806.29739627552,False
59,133,Pr,123810.77802263226,False
60,133,Nd,123816.38324181888,False
61,133,Pm,123823.30796897627,False
62,133,Sm,123831.48462420731,True
63,133,Eu,123841.47955592627,True
64,133,Gd,123852.6556221671,True
48,134,Cd,124780.74977111329,True
49,134,In,124768.23980531779,True
50,134,Sn,124753.77596543788,False
51,134,Sb,124746.19071581245,False
52,134,Te,124737.675965482,False
53,134,I,124736.16628367527,False
54,134,Xe,124732.08388967717,False
55,134,Cs,124733.31855716511,False
56,134,Ba,124731.25971301028,False
57,134,La,124734.99106414095,False
58,134,Ce,124735.37682379357,False
59,134,Pr,124741.68171614534,False
60,134,Nd,124744.56327452128,False
61,134,Pm,124753.44581598314,False
62,134,Sm,124758.83357787156,True
63,134,Eu,124770.40925508233,True
64,134,Gd,124778.67999121772,True
48,135,Cd,125718.88356349533,True
49,135,In,125704.59351247009,True
50,135,Sn,125691.07157148173,False
51,135,Sb,125682.01348995627,False
52,135,Te,125673.97503119029,False
53,135,I,125667.92464165716,False
54,135,Xe,125665.29046017,False
55,135,Cs,125664.12186355877,False
56,135,Ba,125663.85316476997,False
57,135,La,125665.0603624968,False
58,135,Ce,125667.08751722227,False
59,135,Pr,125670.76795288529,False
60,135,Nd,125675.49019949726,False
61,135,Pm,125681.64149778649,False
62,135,Sm,125688.84660466871,False
63,135,Eu,125697.55607452632,True
64,135,Gd,125707.45413085863,True
65,135,Tb,125718.65068996973,True
49,136,In,126642.22802401327,True
50,136,Sn,126627.02790324997,True
51,136,Sb,126618.6910310333,False
52,136,Te,126608.7726494997,False
53,136,I,126603.65270148068,False
54,136,Xe,126596.76875513507,False
55,136,Cs,126596.85907280327,False
56,136,Ba,126594.31084959186,False
57,136,La,126597.1604390902,False
58,136,Ce,126596.68937320767,False
59,136,Pr,126601.85750741661,False
60,136,Nd,126603.9986304455,False
61,136,Pm,126612.02799782903,False
62,136,Sm,126616.3870269457,False
63,136,Eu,126626.95431521587,True
64,136,Gd,126634.10818992248,True
65,136,Tb,126647.29814641272,True
49,137,In,127578.8621108904,True
50,137,Sn,127564.5422520539,True
51,137,Sb,127554.63162986615,False
52,137,Te,127545.38826484878,False
53,137,I,127538.33575533041,False
54,137,Xe,127532.30861589013,False
55,137,Cs,127528.14625312333,False
56,137,Ba,127526.9706237316,False
57,137,La,127527.55115880108,False
58,137,Ce,127528.77326043356,False
59,137,Pr,127531.4902144867,False
60,137,Nd,127535.10805374601,False
61,137,Pm,127540.61916408343,False
62,137,Sm,127546.70036744144,False
63,137,Eu,127554.54611870757,False
64,137,Gd,127563.47848578895,True
65,137,Tb,127573.72492091556,True
50,138,Sn,128500.67612659806,True
51,138,Sb,128491.53630646512,True
52,138,Te,128480.49013707686,False
53,138,I,128474.20622197227,False
54,138,Xe,128466.2138814793,False
55,138,Cs,128463.29909670872,False
56,138,Ba,128457.92431984811,False
57,138,La,128459.67272496338,False
58,138,Ce,128458.62026703684,False
59,138,Pr,128463.05726220986,False
60,138,Nd,128464.16894453146,False
61,138,Pm,128471.27175473134,False
62,138,Sm,128474.68835400476,False
63,138,Eu,128484.43645841647,False
64,138,Gd,128490.5265668581,True
65,138,Tb,128502.58568950802,True
66,138,Dy,128511.25510511926,True
50,139,Sn,129438.37025376377,True
51,139,Sb,129427.63012676287,True
52,139,Te,129417.47515504216,False
53,139,I,129409.20927199106,False
54,139,Xe,129402.03564960948,False
55,139,Cs,129396.97914565381,False
56,139,Ba,129392.76631453655,False
57,139,La,129390.45784859217,False
58,139,Ce,129390.72248606668,False
59,139,Pr,129392.85158350666,False
60,139,Nd,129395.66329845482,False
61,139,Pm,129400.17920049325,False
62,139,Sm,129405.30000548685,False
63,139,Eu,129412.28217788553,False
64,139,Gd,129420.04869626327,True
65,139,Tb,129429.54993610796,True
66,139,Dy,129439.97987557277,True
50,140,Sn,130374.6839066697,True
51,140,Sb,130364.78398734918,True
52,140,Te,130352.80688275499,False
53,140,I,130345.5681116759,False
54,140,Xe,130336.1878729151,False
55,140,Cs,130332.12459317598,False
56,140,Ba,130325.9064322401,False
57,140,La,130324.86227392602,False
58,140,Ce,130321.10010897045,False
59,140,Pr,130324.48811137494,False
60,140,Nd,130324.91709235394,False
61,140,Pm,130330.96228414994,False
62,140,Sm,130333.71838890019,False
63,140,Eu,130342.18839025394,False
64,140,Gd,130347.39206096288,False
65,140,Tb,130358.6920531791,False
66,140,Dy,130366.34423997074,True
67,140,Ho,130379.85649342043,True
51,141,Sb,131301.12837956045,True
52,141,Te,131289.99888802477,True
53,141,I,131280.74177415445,False
54,141,Xe,131272.47113116848,False
55,141,Cs,131266.1910817644,False
56,141,Ba,131260.93594600633,False
57,141,La,131257.73859249975,False
58,141,Ce,131255.2373817957,False
59,141,Pr,131254.6539032049,False
60,141,Nd,131256.4769209978,False
61,141,Pm,131260.14550805584,False
62,141,Sm,131264.73447649163,False
63,141,Eu,131270.7427904361,False
64,141,Gd,131277.44421051236,False
65,141,Tb,131286.12759853512,False
66,141,Dy,131295.2860485501,True
67,141,Ho,131306.30376079353,True
51,142,Sb,132238.55237343648,True
52,142,Te,132225.61298885976,True
53,142,I,132217.35956919973,False
54,142,Xe,132206.93288996432,False
55,142,Cs,132201.6479836547,False
56,142,Ba,132194.32028283368,False
57,142,La,132192.1385932366,False
58,142,Ce,132187.62964014418,False
59,142,Pr,132188.37617677762,False
60,142,Nd,132186.21248364664,False
61,142,Pm,132191.0210052424,False
62,142,Sm,132193.18060911426,False
63,142,Eu,132200.85360548415,False
64,142,Gd,132205.20302158163,False
65,142,Tb,132215.60301351102,False
66,142,Dy,132222.04257196517,True
67,142,Ho,132234.91209448423,True
68,142,Er,132244.23262447302,True
52,143,Te,133163.1264061696,True
53,143,I,133152.86693012554,True
54,143,Xe,133143.45376304825,False
55,143,Cs,133135.98112174487,False
56,143,Ba,133129.7194320896,False
57,143,La,133125.48517660797,False
58,143,Ce,133122.05026416047,False
59,143,Pr,133120.58844252073,False
60,143,Nd,133119.6543309199,False
61,143,Pm,133120.69597419992,False
62,143,Sm,133124.13950296785,False
63,143,Eu,133129.41532720995,False
64,143,Gd,133135.42532715877,False
65,143,Tb,133143.23745148777,False
66,143,Dy,133151.48769475293,False
67,143,Ho,133161.60900227676,True
68,143,Er,133172.49630534585,True
52,144,Te,134098.9305318015,True
53,144,I,134089.82051947984,True
54,144,Xe,134078.27844126133,False
55,144,Cs,134071.87938417075,False
56,144,Ba,134063.38361769012,False
57,144,La,134060.30108014663,False
58,144,Ce,134054.71880365975,False
59,144,Pr,134054.4001581572,False
60,144,Nd,134051.40271259996,False
61,144,Pm,134053.7346242509,False
62,144,Sm,134053.18511725002,False
63,144,Eu,134059.5315728686,False
64,144,Gd,134063.39123731188,False
65,144,Tb,134072.78256085247,False
66,144,Dy,134078.58065520792,False
67,144,Ho,134090.5412257818,False
68,144,Er,134098.5430302549,True
69,144,Tm,134112.99143527754,True
52,145,Te,135036.63490540234,True
53,145,I,135025.51472880764,True
54,145,Xe,135015.1515122654,False
55,145,Cs,135006.59042010334,False
56,145,Ba,134999.12866796603,False
57,145,La,134993.80951993322,False
58,145,Ce,134989.57778880064,False
59,145,Pr,134987.01885340706,False
60,145,Nd,134985.21284469645,False
61,145,Pm,134985.37733724003,False
62,145,Sm,134985.9934367543,False
63,145,Eu,134988.65331816374,False
64,145,Gd,134993.71822419623,False
65,145,Tb,135000.2451567972,False
66,145,Dy,135008.40224133714,False
67,145,Ho,135017.52473567976,False
68,145,Er,135027.40473034146,True
69,145,Tm,135039.06237903325,True
53,146,I,135962.59872733627,True
54,146,Xe,135950.1839974978,False
55,146,Cs,135942.82856609736,False
56,146,Ba,135933.2726848086,False
57,146,La,135928.9177728959,False
58,146,Ce,135922.513080266,False
59,146,Pr,135921.46546610878,False
60,146,Nd,135917.21302786228,False
61,146,Pm,135918.68459293037,False
62,146,Sm,135917.14258827828,False
63,146,Eu,135921.02134835062,False
64,146,Gd,135922.0531271081,False
65,146,Tb,135930.37530034783,False
66,146,Dy,135935.5840197548,False
67,146,Ho,135946.90072297523,False
68,146,Er,135953.81692696156,False
69,146,Tm,135967.08387143942,True
53,147,I,136898.43266077945,True
54,147,Xe,136887.23330718605,True
55,147,Cs,136877.7129810272,False
56,147,Ba,136869.36902014044,False
57,147,La,136862.95465860175,False
58,147,Ce,136857.6191535325,False
59,147,Pr,136854.18895444516,False
60,147,Nd,136851.4862522518,False
61,147,Pm,136850.5910677895,False
62,147,Sm,136850.36700619812,False
63,147,Eu,136852.08844455917,False
64,147,Gd,136854.27612366327,False
65,147,Tb,136858.89038216395,False
66,147,Dy,136865.43700655023,False
67,147,Ho,136873.87595189063,False
68,147,Er,136883.02523600365,False
69,147,Tm,136893.65864172523,False
54,148,Xe,137822.4776048624,True
55,148,Cs,137814.21620229792,False
56,148,Ba,137803.5822469948,False
57,148,La,137798.41841628862,False
58,148,Ce,137790.72872754445,False
59,148,Pr,137788.59170308962,False
60,148,Nd,137783.71908538468,False
61,148,Pm,137784.26128015688,False
62,148,Sm,137781.7910882064,False
63,148,Eu,137784.8296685432,False
64,148,Gd,137784.85773446053,False
65,148,Tb,137790.59020505648,False
66,148,Dy,137793.26775690904,False
67,148,Ho,137803.1359868002,False
68,148,Er,137809.64815521965,False
69,148,Tm,137822.3621182236,False
70,148,Yb,137830.89738005417,True
54,149,Xe,138759.62121901356,True
55,149,Cs,138749.3216887231,True
56,149,Ba,138739.79064106714,False
57,149,La,138732.40133122617,False
58,149,Ce,138725.9513400381,False
59,149,Pr,138721.58188750243,False
60,149,Nd,138718.24572274476,False
61,149,Pm,138716.55684941754,False
62,149,Sm,138715.48536106647,False
63,149,Eu,138716.17993895887,False
64,149,Gd,138717.49408152362,False
65,149,Tb,138721.1326185819,False
66,149,Dy,138724.92726473682,False
67,149,Ho,138730.9754000542,False
68,149,Er,138738.87963983498,False
69,149,Tm,138748.68082078066,True
70,149,Yb,138759.29147010134,True
54,150,Xe,139695.1254035445,True
55,150,Cs,139685.94552916512,True
56,150,Ba,139674.2255635179,False
57,150,La,139667.80421577345,False
58,150,Ce,139659.26849751075,False
59,150,Pr,139655.81485271684,False
60,150,Nd,139650.43540907078,False
61,150,Pm,139650.51802328273,False
62,150,Sm,139647.0640245211,False
63,150,Eu,139649.32299086885,False
64,150,Gd,139648.3513027959,False
65,150,Tb,139653.009565078,False
66,150,Dy,139654.8057372109,False
67,150,Ho,139662.16946822382,False
68,150,Er,139666.2840360282,False
69,150,Tm,139677.6244923482,True
70,150,Yb,139685.28509984651,True
71,150,Lu,139699.34414033435,True
55,151,Cs,140621.32955095684,True
56,151,Ba,140610.66953244875,True
57,151,La,140602.29912644438,False
58,151,Ce,140594.38440735493,False
59,151,Pr,140588.82977761305,False
60,151,Nd,140584.66627842348,False
61,151,Pm,140582.22320226635,False
62,151,Sm,140581.03297636204,False
63,151,Eu,140580.9563609721,False
64,151,Gd,140581.42054311323,False
65,151,Tb,140583.985924446,False
66,151,Dy,140586.8570687179,False
67,151,Ho,140591.98671359048,False
68,151,Er,140597.34316796213,False
69,151,Tm,140604.83784841595,False
70,151,Yb,140614.0671106126,False
71,151,Lu,140625.30889376235,True
55,152,Cs,141557.97388426913,True
56,152,Ba,141545.4937262849,True
57,152,La,141537.81355741044,True
58,152,Ce,141528.12322426296,True
59,152,Pr,141523.34549786226,False
60,152,Nd,141516.95390203944,False
61,152,Pm,141515.84909414433,False
62,152,Sm,141512.34058434778,False
63,152,Eu,141514.21506718983,False
64,152,Gd,141512.3962597503,False
65,152,Tb,141516.38625884836,False
66,152,Dy,141516.98560078375,False
67,152,Ho,141523.49892425587,False
68,152,Er,141526.60334259583,False
69,152,Tm,141535.38328929723,False
70,152,Yb,141540.83317252732,False
71,152,Lu,141553.6815594452,True
56,153,Ba,142482.12781316205,True
57,153,La,142472.53808137766,True
58,153,Ce,142463.68795591054,True
59,153,Pr,142457.02917963432,False
60,153,Nd,142451.2672831397,False
61,153,Pm,142447.9496644296,False
62,153,Sm,142446.03760511542,False
63,153,Eu,142445.23019534242,False
64,153,Gd,142445.7147213147,False
65,153,Tb,142447.28405600376,False
66,153,Dy,142449.4544652072,False
67,153,Ho,142453.58559497673,False
68,153,Er,142458.13098811844,False
69,153,Tm,142464.62505760748,False
70,153,Yb,142471.43798684268,True
71,153,Lu,142480.2221997871,False
72,153,Hf,142491.2974411063,True
56,154,Ba,143417.1718396064,True
57,154,La,143408.5620396177,True
58,154,Ce,143397.87221329834,True
59,154,Pr,143392.23216554723,False
60,154,Nd,143384.51216598498,False
61,154,Pm,143381.82516878218,False
62,154,Sm,143377.63620254383,False
63,154,Eu,143378.35339711304,False
64,154,Gd,143376.38541089298,False
65,154,Tb,143379.93506478405,False
66,154,Dy,143379.6977573465,False
67,154,Ho,143385.4523881871,False
68,154,Er,143387.48678993667,False
69,154,Tm,143395.66462816525,False
70,154,Yb,143400.1596740507,False
71,154,Lu,143410.42502782255,True
72,154,Hf,143417.36186440327,True
57,155,La,144343.65543524947,True
58,155,Ce,144333.80581661046,True
59,155,Pr,144326.1705364368,False
60,155,Nd,144319.3020715232,False
61,155,Pm,144314.64586784306,False
62,155,Sm,144311.39466466245,False
63,155,Eu,144309.76753076437,False
64,155,Gd,144309.5155709246,False
65,155,Tb,144310.3354347738,False
66,155,Dy,144312.4299272079,False
67,155,Ho,144315.54607305862,False
68,155,Er,144319.3767028307,False
69,155,Tm,144324.95994807142,False
70,155,Yb,144331.08325496287,False
71,155,Lu,144339.04081346607,False
72,155,Hf,144347.27615282557,True
73,155,Ta,144357.59803897448,True
57,156,La,145280.02963527202,True
58,156,Ce,145268.26020728797,True
59,156,Pr,145261.63067061163,False
60,156,Nd,145252.87783970352,False
61,156,Pm,145248.9131213554,False
62,156,Sm,145243.7192406495,False
63,156,Eu,145242.9971277914,False
64,156,Gd,145240.54464354384,False
65,156,Tb,145242.98895858813,False
66,156,Dy,145242.5505881486,False
67,156,Ho,145247.54157080912,False
68,156,Er,145248.86828854424,False
69,156,Tm,145256.2455541665,False
70,156,Yb,145259.81443409578,False
71,156,Lu,145269.38042209554,False
72,156,Hf,145275.26045998718,False
73,156,Ta,145287.07918263914,True
57,157,La,146215.5040119917,True
58,157,Ce,146204.64372225155,True
59,157,Pr,146196.13927424588,False
60,157,Nd,146188.0799593269,False
61,157,Pm,146182.27695599754,False
62,157,Sm,146177.8964186821,False
63,157,Eu,146175.1149400325,False
64,157,Gd,146173.7501800782,False
65,157,Tb,146173.81022418806,False
66,157,Dy,146175.1494053143,False
67,157,Ho,146177.74121313472,False
68,157,Er,146181.16042990662,False
69,157,Tm,146185.86480114676,False
70,157,Yb,146191.1541599982,False
71,157,Lu,146198.13425516503,False
72,157,Hf,146205.71959793987,True
73,157,Ta,146214.9781276812,False
74,157,W,146224.88415760302,True
58,158,Ce,147139.52846320436,True
59,158,Pr,147131.9181563876,True
60,158,Nd,147122.23305823698,False
61,158,Pm,147116.9620311895,False
62,158,Sm,147110.81633117984,False
63,158,Eu,147108.7977182553,False
64,158,Gd,147105.37821272027,False
65,158,Tb,147106.59729631187,False
66,158,Dy,147105.6610236447,False
67,158,Ho,147109.88078507807,False
68,158,Er,147110.76436312386,False
69,158,Tm,147117.36497690834,False
70,158,Yb,147120.0585597744,False
71,158,Lu,147128.85598130518,False
72,158,Hf,147133.96577603847,False
73,158,Ta,147144.94975888045,True
74,158,W,147152.37562986495,True
58,159,Ce,148076.22216570406,True
59,159,Pr,148066.7926509053,True
60,159,Nd,148057.83827261825,False
61,159,Pm,148051.0079244433,False
62,159,Sm,148045.35443523232,False
63,159,Eu,148041.5188964863,False
64,159,Gd,148039.00042519651,False
65,159,Tb,148038.0296965625,False
66,159,Dy,148038.3950564943,False
67,159,Ho,148040.23266148486,False
68,159,Er,148043.0011644216,False
69,159,Tm,148046.99188077013,False
70,159,Yb,148051.72876115446,False
71,159,Lu,148057.85367021576,False
72,159,Hf,148064.7096717383,False
73,159,Ta,148073.12312208506,False
74,159,W,148082.12876980755,True
75,159,Re,148092.75711751613,True
59,160,Pr,149002.85666339175,True
60,160,Nd,148992.3318698825,False
61,160,Pm,148986.1617460975,False
62,160,Sm,148978.82321200005,False
63,160,Eu,148975.56293606685,False
64,160,Gd,148971.1143251624,False
65,160,Tb,148971.21991001893,False
66,160,Dy,148969.38395377292,False
67,160,Ho,148972.6739536829,False
68,160,Er,148972.99220795793,False
69,160,Tm,148978.75534333973,False
70,160,Yb,148980.89315956456,False
71,160,Lu,148988.78644497468,False
72,160,Hf,148993.1176317326,False
73,160,Ta,149003.23267961605,False
74,160,W,149009.72730800157,False
75,160,Re,149022.17771406414,True
59,161,Pr,149938.0609068217,True
60,161,Nd,149928.32027299269,True
61,161,Pm,149920.4638933789,False
62,161,Sm,149913.87844431843,False
63,161,Eu,149908.75888752693,False
64,161,Gd,149905.04434054985,False
65,161,Tb,149903.08870594163,False
66,161,Dy,149902.4949902306,False
67,161,Ho,149903.35419107575,False
68,161,Er,149905.34919062478,False
69,161,Tm,149908.6517750201,False
70,161,Yb,149912.71623775671,False
71,161,Lu,149917.98814040862,False
72,161,Hf,149924.23466533993,False
73,161,Ta,149931.77190575932,False
74,161,W,149940.04312627166,True
75,161,Re,149949.70766634744,False
76,161,Os,149960.35435517493,True
60,162,Nd,150863.03455052475,True
61,162,Pm,150856.00456453377,True
62,162,Sm,150847.66553125082,False
63,162,Eu,150843.32163891336,False
64,162,Gd,150837.76387003632,False
65,162,Tb,150836.16504424397,False
66,162,Dy,150833.86341546633,False
67,162,Ho,150836.00402617344,False
68,162,Er,150835.71037265766,False
69,162,Tm,150840.56710838815,False
70,162,Yb,150842.2234259965,False
71,162,Lu,150849.21282678941,False
72,162,Hf,150852.8761602207,False
73,162,Ta,150862.26318025854,False
74,162,W,150868.04537400967,False
75,162,Re,150879.5918581953,True
76,162,Os,150887.54495484172,True
60,163,Nd,151799.45905122886,True
61,163,Pm,151790.5791179505,True
62,163,Sm,151782.939077842,False
63,163,Eu,151776.9648752115,False
64,163,Gd,151772.1501032903,False
65,163,Tb,151768.94293183595,False
66,163,Dy,151767.15783516792,False
67,163,Ho,151767.16066691,False
68,163,Er,151768.37127390527,False
69,163,Tm,151770.81027943318,False
70,163,Yb,151774.24480996808,False
71,163,Lu,151778.74727986156,False
72,163,Hf,151784.26937251448,False
73,163,Ta,151791.00405624506,False
74,163,W,151798.63025435124,False
75,163,Re,151807.5364371334,False
76,163,Os,151817.20215089177,True
77,163,Ir,151828.22824658212,True
61,164,Pm,152726.67293824826,True
62,164,Sm,152717.10748120013,False
63,164,Eu,152711.80064751935,False
64,164,Gd,152705.3391058044,False
65,164,Tb,152702.92781222606,False
66,164,Dy,152699.06513905682,False
67,164,Ho,152700.052271302,False
68,164,Er,152699.0902148781,False
69,164,Tm,152703.1238451599,False
70,164,Yb,152704.02062247714,False
71,164,Lu,152710.39042133794,False
72,164,Hf,152713.21443200822,False
73,164,Ta,152721.74999191693,False
74,164,W,152726.79723682126,False
75,164,Re,152737.56035309663,False
76,164,Os,152744.60806542035,False
77,164,Ir,152757.54917326116,True
61,165,Pm,153661.85668880792,True
62,165,Sm,153653.01680977596,True
63,165,Eu,153645.79779568678,False
64,165,Gd,153640.0011172024,False
65,165,Tb,153635.93804239196,False
66,165,Dy,153632.9146081493,False
67,165,Ho,153631.62887615466,False
68,165,Er,153632.00554442484,False
69,165,Tm,153633.59687168966,False
70,165,Yb,153636.23150960894,False
71,165,Lu,153640.08464427854,False
72,165,Hf,153644.89138672056,False
73,165,Ta,153650.67902039725,False
74,165,W,153657.66558013312,False
75,165,Re,153665.86754405894,False
76,165,Os,153674.7802379849,True
77,165,Ir,153684.93166071307,True
78,165,Pt,153696.20832831698,True
62,166,Sm,154587.5708703224,True
63,166,Eu,154581.27210720186,True
64,166,Gd,154573.65007287433,False
65,166,Tb,154570.21221690546,False
66,166,Dy,154565.4365304768,False
67,166,Ho,154564.95065383805,False
68,166,Er,154563.09685016508,False
69,166,Tm,154566.13451763763,False
70,166,Yb,154566.42728623404,False
71,166,Lu,154572.00001490637,False
72,166,Hf,154574.1620127181,False
73,166,Ta,154581.92322157943,False
74,166,W,154586.13352834765,False
75,166,Re,154596.18366040714,False
76,166,Os,154602.58947082996,False
77,166,Ir,154614.71553996103,True
78,166,Pt,154623.23871099818,True
62,167,Sm,155524.1853958234,True
63,167,Eu,155515.7451277614,True
64,167,Gd,155508.739369932,False
65,167,Tb,155503.63201571326,False
66,167,Dy,155499.60364837313,False
67,167,Ho,155497.23564132574,False
68,167,Er,155496.22584582906,False
69,167,Tm,155496.97198192004,False
70,167,Yb,155498.92519464364,False
71,167,Lu,155501.98882285686,False
72,167,Hf,155506.0473426611,False
73,167,Ta,155511.1640397657,False
74,167,W,155517.4218916653,False
75,167,Re,155524.6809506859,True
76,167,Os,155533.0162393626,False
77,167,Ir,155542.44265228603,False
78,167,Pt,155552.76177189747,True
62,168,Sm,156459.3691463831,True
63,168,Eu,156451.75883956632,True
64,168,Gd,156442.8593449118,True
65,168,Tb,156438.22802143914,False
66,168,Dy,156432.45080186654,False
67,168,Ho,156430.94996925376,False
68,168,Er,156428.0199731845,False
69,168,Tm,156429.69682092284,False
70,168,Yb,156429.4293330764,False
71,168,Lu,156433.93636729097,False
72,168,Hf,156435.648649065,False
73,168,Ta,156442.61529345697,False
74,168,W,156446.11626746622,False
75,168,Re,156455.21431008866,False
76,168,Os,156461.0142115427,False
77,168,Ir,156472.34296829678,False
78,168,Pt,156479.99912325328,False
79,168,Au,156493.53914454216,True
63,169,Eu,157386.84292025704,True
64,169,Gd,157378.61316986216,True
65,169,Tb,157372.02284908755,True
66,169,Dy,157366.9072977207,False
67,169,Ho,157363.70729877087,False
68,169,Er,157361.58214155093,False
69,169,Tm,157361.228648854,False
70,169,Yb,157362.12777353634,False
71,169,Lu,157364.42077667866,False
72,169,Hf,157367.78641390975,False
73,169,Ta,157372.21287388445,False
74,169,W,157377.58543378912,False
75,169,Re,157384.094053216,False
76,169,Os,157391.78032337682,False
77,169,Ir,157400.40988967035,False
78,169,Pt,157410.03898639552,True
79,169,Au,157420.71484030335,True
63,170,Eu,158323.13701178684,True
64,170,Gd,158313.14766903245,True
65,170,Tb,158307.28763963416,True
66,170,Dy,158300.28746145446,True
67,170,Ho,158297.7598894673,False
68,170,Er,158293.88989475445,False
69,170,Tm,158294.20209431782,False
70,170,Yb,158293.23348017543,False
71,170,Lu,158296.69117696866,False
72,170,Hf,158297.74355106073,False
73,170,Ta,158303.85974133725,False
74,170,W,158306.70660155787,False
75,170,Re,158315.09341117338,False
76,170,Os,158320.07171619916,False
77,170,Ir,158330.81531767306,True
78,170,Pt,158337.6982021154,False
79,170,Au,158350.29379084878,True
80,170,Hg,158359.41311811146,True
64,171,Gd,159249.28154357662,True
65,171,Tb,159241.7215374414,True
66,171,Dy,159235.48145844927,True
67,171,Ho,159230.97368835437,False
68,171,Er,159227.7736894046,False
69,171,Tm,159226.28124023872,False
70,171,Yb,159226.184690875,False
71,171,Lu,159227.66304653508,False
72,171,Hf,159230.06016277318,False
73,171,Ta,159233.77123527724,False
74,171,W,159238.40541843677,False
75,171,Re,159244.24122898842,False
76,171,Os,159251.19427356654,False
77,171,Ir,159259.07948292283,False
78,171,Pt,159268.02493749638,False
79,171,Au,159277.92920689433,False
80,171,Hg,159288.83092017716,True
64,172,Gd,160184.01538248485,True
65,172,Tb,160177.29558402998,True
66,172,Dy,160169.2260506207,True
67,172,Ho,160165.50193719924,True
68,172,Er,160160.50303683884,False
69,172,Tm,160159.61205341495,False
70,172,Yb,160157.73015587984,False
71,172,Lu,160160.2495400338,False
72,172,Hf,160160.5833782052,False
73,172,Ta,160165.65563372616,False
74,172,W,160167.88842508965,False
75,172,Re,160175.41877245266,False
76,172,Os,160179.74196699116,False
77,172,Ir,160189.6062380324,False
78,172,Pt,160195.87893794797,False
79,172,Au,160207.66760128524,False
80,172,Hg,160215.92425322984,False
65,173,Tb,161111.96980731565,True
66,173,Dy,161104.73955009267,True
67,173,Ho,161099.1291611138,True
68,173,Er,161094.8256583606,True
69,173,Tm,161092.22365067972,False
70,173,Yb,161090.92848264985,False
71,173,Lu,161091.59870197147,False
72,173,Hf,161093.06792898936,False
73,173,Ta,161096.08317539888,False
74,173,W,161099.7523306683,False
75,173,Re,161104.92584891315,False
76,173,Os,161111.0414616633,False
77,173,Ir,161118.21125560408,False
78,173,Pt,161126.54295802847,False
79,173,Au,161135.64769809353,False
80,173,Hg,161145.81844000937,True
65,174,Tb,162048.00401199082,True
66,174,Dy,162038.84369898765,True
67,174,Ho,162034.10425699453,True
68,174,Er,162028.02439498805,True
69,174,Tm,162026.10929900312,False
70,174,Yb,162023.02929512356,False
71,174,Lu,162024.40352837287,False
72,174,Hf,162024.12923130454,False
73,174,Ta,162028.23304966697,False
74,174,W,162029.7467275834,False
75,174,Re,162036.30072008804,False
76,174,Os,162039.97843578825,False
77,174,Ir,162049.18787579043,False
78,174,Pt,162054.6562119187,False
79,174,Au,162065.91571208628,True
80,174,Hg,162073.33279908137,False
66,175,Dy,162974.73817954748,True
67,175,Ho,162968.1683516431,True
